account_id,alliance_id,timestamp,date,raw_message,filtered_message,filtered,filtered_content,risk,filter_detected_language,is_family_friendly,GENERAL_RISK,BULLYING,VIOLENCE,RELATIONSHIP_SEXUAL_CONTENT,VULGARITY,DRUGS_ALCOHOL,IN_APP,ALARM,FRAUD,HATE_SPEECH,RELIGIOUS,WEBSITE,CHILD_GROOMING,PUBLIC_THREAT,EXTREMISM,SUBVERSIVE,SENTIMENT,POLITICS,sentiment-neg,sentiment-pos
71cfdba96910e670431ce5346360c07effee6de79482bde6c8cdb6691249bdb4,e2a8ac4de25c6f6dd3f5266be00653dab8a0e43c80cd400b08186a9cbaa9c791,20230301T170353.101Z,2023-03-01,yukkk,yukkk,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72318435,-0.5348306
60c7a644d274f9735e8b322d3eab0a844eca21da6307cc63e9d33ba7dd0143cf,99f83712777530a9eeb8615b3af2d1ebc4b549fe878aab6b20916905b4bb6c5c,20230301T023330.789Z,2023-03-01,I’d swap miner out atleast,I’d swap miner out atleast,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3921127,-2.0961416
fa44b9320ea8166709cd8bfb3162f3f2df2ca611cf2a2223729593528462178a,7f08f891a7b448d6a020b31185f526f516bd0af89b0cc4b466d3db1ea036873f,20230301T105300.154Z,2023-03-01,next time I'll be winning 🎯 all 5 match,next time I'll be winning 🎯 all 5 match,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.966033,3.1976638
4dc685232f55db0b4379bac6f75ecf08a32d606f5903f8d39bd74f8eaa3cc52b,56de439a58276bafde1a39f58799bdaa10dc20aa6ca2c960b36f8c5b4b2a0bca,20230301T040358.793Z,2023-03-01,I can’t stand challenges,I can’t stand challenges,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.466025,-2.9130304
272c37360da3cb605b91cafa8fc8b8b08b819b6c03729f85efc625d8746cc102,bfead5965e034e952c91ce35c94473e4bb39d4e4d660dc67bf69dddef2a4db12,20230301T040029.666Z,2023-03-01,Soda vs top 5 ladder rn,Soda vs top 5 ladder rn,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0865405,-1.8151257
ab104a32959f6311983d56da2b5729893de97a476e97fe4ee8294ff39de784db,3d54539da2318510c0ba6949bc5825080b4aadc52d19397bf951dfa5d17344cc,20230301T201048.269Z,2023-03-01,hii animal,hii animal,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.22921115,0.31932926
4e5cecff59bf6825547e40fafd2a7839a539d33437730a24834b0a4cb6612f52,2a7ddc46e660ec27227431a93ca2280842a5fb7dbef2f04cd7fc9bb2f9e96bd3,20230301T175655.935Z,2023-03-01,hello,hello,0,[],0.0,en,1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.6784706,3.95975
349c91de810464dfce05da39c88d6671d0e02006eb8edb435d14df97567d0158,76b2b130d98db967978c2154c29f69d97691390f3a7a25fef9112e9ecb6241aa,20230301T234350.682Z,2023-03-01,watch that replay guys,watch that replay guys,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.8720586,2.8415172
212e6769219445a94a471f7c72bba6ccc1c112404502dc159742d6b8d96ed860,c38eb960d22f3bae6b63d025fd285ced3a8f37c69ae41d6ae0e6900da3419b05,20230301T191115.245Z,2023-03-01,i can trade lava,i can trade lava,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.15320714,0.23527035
2bcf0fbc304b71f17c1c80b3698c56794c4d2ff88f82a55228885597baae07a9,92fa3437532d8a0828d48701ed93c80e05a42778f2a1f6b3a655a8623b954edd,20230301T023533.341Z,2023-03-01,he then runs out in front and your giant is left alone to eat all the damage,he then runs out in front and your giant is left alone to eat all the damage,0,[],2.0,en,1.0,2,-1.0,2.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8594034,-3.2329938
c6e227076f000e5edda6bc710cf8b6eb899b2c42c9c4483a7f98175354dbba8a,b7c0bd4e99a8b28be8b864ee35012d1b4b8d6a1dfe6b9793d430b3442ac0bef2,20230301T224248.907Z,2023-03-01,gg,gg,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.120970905,0.103868
39b97b6b4edc9e8c34e65ba86f8fdb74846c2e76ebcc0f7dc3396c371c81a59b,9668ae11ee763fb66013525e01692c59fc8709608596743ff35ecc7fcc7b57bc,20230301T204245.548Z,2023-03-01,tu broken hai sympathy dikha kr tujhe apne trf kr rha,tu broken hai sympathy dikha kr tujhe apne trf kr rha,0,[],5.0,en,1.0,5,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2199678,-1.9191921
3659ff48473ce3e4e2b16f7f67641c3caea3fa9332814d97b40435abb95bd05a,1ff9bc6653097dff013d1398dad03c52a0062f55dd35bd3ad7eb8099b8ac2eb3,20230301T214224.766Z,2023-03-01,Who tf is this,Who tf is this,0,[],3.0,en,1.0,3,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.770119,-2.229114
be29a27d9b120603493165c225d179508312cf30fe55125d2a9bd95d1e515e35,7b9080f302fb407f530bf3926ef56edb15e0f231c2481e2a98aa6a3d209ec4aa,20230301T150438.008Z,2023-03-01,gg,gg,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.120970905,0.103868
0a751bf3141c32b0066c220e6b97ae7ee579f70059fac26c79fa1398d70ed202,405ff963a905f632a1580c8188d804c17acd04b7b0272b736af6608fa4126ea4,20230301T000324.724Z,2023-03-01,1k 1k then I misplaced like 9 cards,1k 1k then I misplaced like 9 cards,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7183223,-3.0990677
a6e6b153e565bddb6e4a99a70d7b761f55acbb3e7b289930e1b914edc44c2904,a87aa90283b6eae5d435ee091913e0b551343a74f6617f9b1f7fbad52e158f0a,20230301T004224.109Z,2023-03-01,maybe I'm top 846,maybe I'm top 846,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.3890364,2.5190775
dd15c8d7d0948872e2e9b143c361971251e9247002e58aefeb07e61b3ee20bc9,a52309bca602d7075cebb3552ce4a5dd9455d7844550c2830ae65a3022195b44,20230301T221041.495Z,2023-03-01,That deck is aids,That deck is aids,0,[],3.0,en,1.0,3,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.091201,-1.7696846
d3fd427e05f3bb31d509625ad4e8457517b1f4bed24d99f8079796347a2ec9e7,67e878e1d85b5519a8f5bd6a70165a2a2773a747d4f35ef3e6dcfa6e4d1a36b9,20230301T213128.294Z,2023-03-01,hows it going?,hows it going?,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1178324,-1.6692107
1d241643e022c7e81faf676a45e6d032b1a905ccbbc8eb695c9cb7ad15c43c2d,29f0d23657c28fbd92009106bf4da05626b7261fe46348e91a83d8871bab1f27,20230301T070215.751Z,2023-03-01,Arffffffff,Arffffffff,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1066449,-1.821578
38ffda524d8b48128915f23fe532850dd00fd6705d986e6df39b4ff7b651b7b5,4db13e542d1d6cae96fdf7fa99faba6c53349412fdcce6b5fa6ee8dd4093201c,20230301T221628.946Z,2023-03-01,ur trash hahahahaha,ur trash hahahahaha,0,[],3.0,en,1.0,3,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6326735,-2.3245203
5c2014f5f55a2b9483370adb9f8ef26a837cce47f0617afa701698df308b55a9,818a7249103a6501c980b3a0aef189dfefed7ab20939c0be0707d7319b136291,20230301T191221.651Z,2023-03-01,mercy,mercy,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.64566296,-0.55666757
7aa6dd13e9083d2541113d4cb16358e72286fa24dabc95648dfcdf70ba685f8e,5d6dfabe5aaa6593075a09de28bc7bf96b1a8607d255a60940621b27d0aacdd1,20230301T183616.518Z,2023-03-01,seriously aao,seriously aao,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.778081,-1.4192725
2a2f33b7f013c2df60fc1b5fdeb9d5806c7198246129b159efd2165a58cdf26b,d909deac42d3b68693fb7e751acf73eb96111cdc1b3cfae9c0a88d31332e950e,20230301T182235.993Z,2023-03-01,I got like 2/3 wins free,I got like 2/3 wins free,0,[],3.0,en,1.0,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.330179,2.57739
1ee1b428c5bdead4f4b809e0ef5dae44d1a60ee38fd8e56d73d86aeda8d1e2ce,bcfccf86ec22ef621a537bc693ffc64445480f499b9c9192a0da9ba45ae45935,20230301T032618.905Z,2023-03-01,if i’m a little long to write it’s normal i don’t speak english very well i have to go through the internet 🥲,if i’m a little long to write it’s normal i don’t speak english very well i have to go through the internet 🥲,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8191304,-3.118975
b2712cdbc9cb3111e3f064edd7b51c892f506235198280cbfe928c9bd1712b94,ad77a3776b2b70a86126d32103bf03f88888cfcb624570f9fbc3dfa7a411ab2f,20230301T053702.847Z,2023-03-01,Ight,Ight,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7309937,0.91430885
dd6566840b0e454182aebd324cbce91e5c64e964c280a2caf68b2c978715930e,ad756bc75513af8a665b43033a4f0b1cc37d0ebb915c16a946c1518c2248d81c,20230301T150026.367Z,2023-03-01,infamus,infamus,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2800157,-2.0472617
b0444702fc3637379a331a7a2b1372c6db60894e1634b86b4535da3ad86a07b8,64c54a32c1e9d3fa015c6ff839af3568d3a022fe42ab410c3b22c8fdae18bc09,20230301T052905.126Z,2023-03-01,thanks,thanks,0,[],0.0,en,1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.09059,4.4672127
39a983a2376d1e91d23f3622757855f9a3719ae51820abe3914b50fa6a795fda,9b2a2f6fb5b516e753f3779cba75ddff872ed7659804115d06b616b689227d4f,20230301T183104.411Z,2023-03-01,sadox,sadox,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.021347,-3.3319051
a2202b983df080a0eb1d20b32a6f817921365cb97bc9d083d3335aef0f2345aa,9d6c4edcf0872569390643970209778b2f3ff317fc814c71420a365b236686a7,20230301T192703.350Z,2023-03-01,This deck good,This deck good,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.236903,4.540048
94bbfd96e6fc080165dd8c3abf8fdc2f7b5d991714107eebd08649c47189e63a,2edf547f37be102f40667b0f8f7d7183e96047069a5c6a798990cc56864b6092,20230301T190424.143Z,2023-03-01,ZOOOOO,ZOOOOO,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.7047898,1.7706834
ab46fe60b4a4e56d4ed64f105f27331f2f31a5c5471fc0b211735fd0e45b7d19,fcf6f7ded984a3f86a361d4d6fe17a777d6c3f28cfbeada416afb4777e80c227,20230301T094607.121Z,2023-03-01,Epic ?,Epic ?,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.1480596,2.373645
ff0616b897179d1689cce7ac77420b7a90866e46db4a5fcf586c5e4c9044006e,e51783f6df1991e3b7775a535cc0282a4751b670d1c5ada9d2d137076cdab2be,20230301T233708.882Z,2023-03-01,weed,weed,0,[],5.0,en,1.0,5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0455143,-2.495834
033d94bb26c1bf4ecd8513629c5a03065e8b7ceabfbe915243fe3dc680aecce6,ff28096c07de57e4e12774986662dcbe5bdecbe30112c81d4c2dcd3b3bfb5f15,20230301T215018.146Z,2023-03-01,paired w mk n witch,paired w mk n witch,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.794658,-0.53937423
4372843310f4893be0984d986bba6c8b40d67d3e4e096fa5aa85286bdbc46624,7ae0e50db7aa186922d37078c53023d76aa4638d8daffe8a38996b451b83851d,20230301T133146.258Z,2023-03-01,Ggs,Ggs,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20406818,-0.14355668
5f3cee9a8c62e6059066831c56aaf44bb62f6358f6ad08205c0012b0136572c9,f31c27ab06825462ba68a6b97c06b2aca1aff6c454e34012714058f13f27b3f2,20230301T081241.131Z,2023-03-01,spark challenge deck,spark challenge deck,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.5101209,3.6769974
c9f358ac90465fabd07cf3010e56fb828c287dd6ebb50f165229a8a0f03f2433,dcb567ee11f3c567faa6f1a6022a60cbd1d5fc75d9dc1ab19487752144d141aa,20230301T113110.638Z,2023-03-01,2 game 7500,2 game 7500,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.9650695,1.914239
8ba4de1c3c25e221c18837383ff005166971558557c20f7196193f3df226c2c5,244051a0cd2037a737f09e88f600042c961f8a5446bbe78eb136a8db6641bd64,20230301T200435.485Z,2023-03-01,the sus pig emote is in my shop,the sus pig emote is in my shop,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4285214,-2.8726923
1ed8cbee44f83975b06d2c6754e79008c3b05433304200269fde30bc51bd45d0,fabdcf630a9310f29bd33ff6f4d3f325929f682e20e52b35c292a3a4de14a42e,20230301T014822.183Z,2023-03-01,whaps,whaps,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.7447636,2.9241545
fb9783cfcdf5a2dbd7b00bea60670b3c27bcad7874da7baab31b99bba4d1d3f1,5c7af8abbba6b48fdc69894e8bd1d149e82fe908941e1bc7164a47dfd40197d7,20230301T145425.293Z,2023-03-01,I love being a fucking racist,I love being a fucking racist,0,[],6.0,en,1.0,6,-1.0,-1.0,2.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.9159049,-1.6783603
f5c77e9674365866b4812403feddc1b3c7da543ef461411b2563d8e89a135bde,a9b5dfceffa773038e91e3f0c73be2235b5ea6d73becc3a319266159a4382fb0,20230301T221719.868Z,2023-03-01,hey people do you like our clan so far?,hey people do you like our clan so far?,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.132319,2.2520268
26f9be2f6d3d421886388fd11b1be2878fc70efd38824d365ee85355856489e8,2a85b2e574abf5bc3bd68a0eeeaecce0ff168e60bb1f6a6c0b374b211a621d7f,20230301T060523.797Z,2023-03-01,let's feel good about it tonight,let's feel good about it tonight,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.1445327,4.4766636
f06a6960face274aeab75bf6cd368e902923aea31f0d5c2b5e0abbb057fc4611,6bdbb1df2d8f188270c65f2062cb12472a8e0266e9646f3b8ec0dc51cc24abad,20230301T003121.645Z,2023-03-01,We should all just put demon slayer names lmao,We should all just put demon slayer names lmao,0,[],3.0,en,1.0,3,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5647576,-3.1081452
d9790b7666abf60cb39cb6d250507538d7bd0f13d2b6872f7904526bb4eb5d44,af57b65f0657568e37054883285c93689a165ad2194b91fb1fe2f196bb5480c1,20230301T015549.884Z,2023-03-01,But that's pretty good,But that's pretty good,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.2250986,4.622033
a968fb6e190bf66eaab17442c340057c9e8bd5ef24cc92dd10dcd32b207f06c2,da5461c840f6cfe71eb7957765be21ef108c1d82d04cd9c860200a2e17679b9e,20230301T181833.572Z,2023-03-01,big,big,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.4862356,3.7418
bbb5fc5eab2d73553275a4ebfa36187e6763a702e00d22560b3cb86fb123f867,2e9e6fbfe2c16cf729cbf5dbda668524ff83008d26969f8fb769636c01979caa,20230301T023221.509Z,2023-03-01,Onlyfans cr gratis,Onlyfans cr gratis,0,[],5.0,en,1.0,5,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13982031,0.00654905
be68caebdad5afa921c77d76c6327934f7038551d4d94c7cbacb1d65e5422e8c,298b8d18a4e4b6a4937460c6f36be8c308b5da7959f375dc2642febbf24a12f0,20230301T003737.730Z,2023-03-01,what the heck,what the heck,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3020308,-1.8007696
bacd01be997e5988a0b6f914f162c72cd5671663c21c0e141bcaa4c0c6efb68b,75c8e78a2dbc5239db5dcbd6b986f6b20223f8b2b1b2a347b03548d7d51853da,20230301T013427.816Z,2023-03-01,I thought their tower was down,I thought their tower was down,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.506661,-3.7244499
0863588c9f552d0494cb4cef62c92c159c8be91c5af9249cdad1cdd0a507a09c,f4c8d7a0fa17a9558498ca801e66f071641d601d6aa96ce36cdc64bde87fc605,20230301T193004.431Z,2023-03-01,what,what,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.5241568,2.6355698
1d74d8bdffef3abe8190f0f282a946936bbf0be4050980a8f4affb85f41e55e3,182bc8604381db1d32b761f877acd2ab04468eb0217e6ab64a0f3123d765c032,20230301T191010.941Z,2023-03-01,Sucks they removed 2v2:,Sucks they removed 2v2:,0,[],3.0,en,1.0,3,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9290397,-2.5498126
0fef635294f3ed6c584f8d975b49b7da23fce2094479ffe41eac5c2a6cdba642,e49d94ac027980417a43a3e38e55d7ea296199b5cbce7e4fcb4e0e33f3bbb715,20230301T091834.627Z,2023-03-01,report that acc for a ban,report that acc for a ban,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.4744287,-2.0922325
2bd1c1a8809ad7b98cc1c3ee74daafa72d7ab2778d43cfe3329ba3ca7d5aca85,4621877fa65ca563a99c98d9f7c3b0b7cc00593e0d562be0280c916f290df482,20230301T234010.828Z,2023-03-01,Yes it’s great if you time it right on your side,Yes it’s great if you time it right on your side,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.193623,4.557293
c83b1e992a331c6030dfe6b146da5bbfcff92c3aa6a74c92a95dcd713ce6b6d9,0a5217e30b5530c538dac7522353a82772a391ea648937495501eca200b7695a,20230301T010959.348Z,2023-03-01,Wanna play more???,Wanna play more???,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.3243597,-2.7368233
c4efabd533e98f0830eefa7ab2f61894e99578f80967bf56f3f5b1e50b308f23,16cac3b76284df1e2aeb63071bb9405394b0b08af2fb6313394fcd2b466cefa7,20230301T161120.241Z,2023-03-01,gg,gg,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.120970905,0.103868
93f0a0c3bd58dcfe1e622e08d0e885eba33e975b8a472882f3d5b0e752e7bcf7,b2df8843764a4d0e928428f783a90cc866fd8772f7579099e6229b443f612ab6,20230301T081846.679Z,2023-03-01,time here. general activity etc,time here. general activity etc,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.2470837,2.3945827
0d0263164e006414a38dcd30d09b6e7434d1275e6a7bd84d7b3f7a29eddcabb7,bfbdc0bfc87ed40fbd0ffcd8720b22c1c07c5a34c3885a64984d38e287c09cb9,20230301T171020.465Z,2023-03-01,BROOOOOO MY WIFI,BROOOOOO MY WIFI,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.64462227,0.7049404
2cc57e549d90c169eb04753b5fd5ad29ca301db979e0dda45e8fd22d24443692,684f747c3fb1d8b8be60e5c684c473e4af99b92525e24f92196815ecfbcf425a,20230301T103813.830Z,2023-03-01,Game I just can’t seem to win much yet,Game I just can’t seem to win much yet,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.5321264,-3.6387432
46b5b7564b3e39608fe2a938685b5aae62bdd4fb9e15ab2aaf342bb365158b05,db70cee5565b5a5b201059b4eb18739c4f1fdb4d64e4c572493b8c0142114a1e,20230301T020217.696Z,2023-03-01,what just happened?,what just happened?,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.2220893,-2.6145597
1f53b4a662860bae8499585d374e369116b48d6a9c723106630635f06dc1ab18,4b2feca0a7364fe92bd5d1f4acd73f666327b416b8c202b4f348c01733cb74d8,20230301T062459.245Z,2023-03-01,YOU USE NOOB,YOU USE NOOB,0,[],2.0,en,1.0,2,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2867162,-1.8913829
